,Instrument,Price Close
2007-05-25,.SPXTR,2353.4231
2007-07-03,.SPXTR,2372.2206
2007-08-31,.SPXTR,2299.7136
2007-11-21,.SPXTR,2220.2067
2007-12-24,.SPXTR,2349.6627
2007-12-31,.SPXTR,2306.2325
2008-01-18,.SPXTR,2083.2369
2008-02-15,.SPXTR,2125.8541
2008-03-20,.SPXTR,2098.4628
2008-05-23,.SPXTR,2179.0537
2008-07-03,.SPXTR,2004.8674
2008-08-29,.SPXTR,2043.5319
2008-11-26,.SPXTR,1423.9044
2008-12-24,.SPXTR,1395.7551
2008-12-31,.SPXTR,1452.9764
2009-01-16,.SPXTR,1368.9186
2009-02-13,.SPXTR,1334.8325
2009-04-09,.SPXTR,1389.4867
2009-05-22,.SPXTR,1443.1429
2009-07-02,.SPXTR,1461.7981
2009-09-04,.SPXTR,1664.3364
2009-11-25,.SPXTR,1826.7416
2009-12-24,.SPXTR,1855.5009
2009-12-31,.SPXTR,1837.4993
2010-01-15,.SPXTR,1873.297
2010-02-12,.SPXTR,1776.5022
2010-04-01,.SPXTR,1950.9073
2010-05-28,.SPXTR,1809.9788
2010-07-02,.SPXTR,1701.8571
2010-09-03,.SPXTR,1845.1035
2010-11-24,.SPXTR,2010.5635
2010-12-23,.SPXTR,2112.373
2011-01-14,.SPXTR,2175.6826
2011-02-18,.SPXTR,2263.7856
2011-04-21,.SPXTR,2260.8357
2011-05-27,.SPXTR,2255.7439
2011-07-01,.SPXTR,2274.2578
2011-09-02,.SPXTR,2000.4958
2011-11-23,.SPXTR,1989.5383
2011-12-23,.SPXTR,2171.5029
2011-12-30,.SPXTR,2158.9377
2012-01-13,.SPXTR,2214.7271
2012-02-17,.SPXTR,2343.666
2012-04-05,.SPXTR,2414.396
2012-05-25,.SPXTR,2281.9236
2012-07-03,.SPXTR,2385.0557
2012-08-31,.SPXTR,2450.5981
2012-10-26,.SPXTR,2466.8005
2012-10-26,.SPXTR,2466.8005
2012-11-21,.SPXTR,2435.9714
2012-12-24,.SPXTR,2504.5107
2012-12-31,.SPXTR,2504.4431
2013-01-18,.SPXTR,2611.5447
2013-02-15,.SPXTR,2676.2083
2013-03-28,.SPXTR,2770.0498
2013-05-24,.SPXTR,2921.8777
2013-07-03,.SPXTR,2867.854
2013-08-30,.SPXTR,2908.9551
2013-11-27,.SPXTR,3236.1377
2013-12-24,.SPXTR,3287.5483
2013-12-31,.SPXTR,3315.5852
2014-01-17,.SPXTR,3300.5112
2014-02-14,.SPXTR,3306.9199
2014-04-17,.SPXTR,3364.9966
2014-05-23,.SPXTR,3437.5823
2014-07-03,.SPXTR,3598.7317
2014-08-29,.SPXTR,3643.3394
2014-11-26,.SPXTR,3788.4158
2014-12-24,.SPXTR,3810.3911
2014-12-31,.SPXTR,3769.4402
2015-01-16,.SPXTR,3699.7888
2015-02-13,.SPXTR,3849.2861
2015-04-02,.SPXTR,3804.1448
2015-05-22,.SPXTR,3924.1621
2015-07-02,.SPXTR,3842.0559
2015-09-04,.SPXTR,3567.4131
2015-11-25,.SPXTR,3897.574
2015-12-24,.SPXTR,3852.3142
2015-12-31,.SPXTR,3821.603
2016-01-15,.SPXTR,3518.512
2016-02-12,.SPXTR,3496.2847
2016-03-24,.SPXTR,3827.135
2016-05-27,.SPXTR,3961.6655
2016-07-01,.SPXTR,3976.678
2016-09-02,.SPXTR,4137.6983
2016-11-23,.SPXTR,4204.4907
2016-12-23,.SPXTR,4325.166
2016-12-30,.SPXTR,4278.6636
2017-01-13,.SPXTR,4350.1113
2017-02-17,.SPXTR,4506.2031
2017-04-13,.SPXTR,4477.0688
2017-05-26,.SPXTR,4655.6538
2017-07-03,.SPXTR,4689.6084
2017-09-01,.SPXTR,4798.9873
2017-11-22,.SPXTR,5053.6035
2017-12-22,.SPXTR,5229.791
2017-12-29,.SPXTR,5212.7632
2018-01-12,.SPXTR,5435.918
2018-02-16,.SPXTR,5340.8203
2018-03-29,.SPXTR,5173.1909
2018-05-25,.SPXTR,5347.312
2018-07-03,.SPXTR,5340.9341
2018-08-31,.SPXTR,5730.8027
2018-11-21,.SPXTR,5256.6133
2018-12-04,.SPXTR,5359.9087
2018-12-24,.SPXTR,4672.6602
2018-12-31,.SPXTR,4984.2173
2019-01-18,.SPXTR,5314.7837
2019-02-15,.SPXTR,5533.2743
2019-04-18,.SPXTR,5811.1273
2019-05-24,.SPXTR,5665.5985
2019-07-03,.SPXTR,6018.5424
2019-08-30,.SPXTR,5898.2319
2019-11-27,.SPXTR,6385.7647
2019-12-24,.SPXTR,6536.5841
2019-12-31,.SPXTR,6553.5688
2020-01-17,.SPXTR,6759.5101
2020-02-14,.SPXTR,6872.6809
2020-04-09,.SPXTR,5691.5415
2020-05-22,.SPXTR,6044.1643
2020-07-02,.SPXTR,6414.1551
2020-09-04,.SPXTR,7043.6241
2020-11-25,.SPXTR,7486.6804
2020-12-24,.SPXTR,7648.3927
2020-12-31,.SPXTR,7759.3455
2021-01-15,.SPXTR,7789.791
2021-02-12,.SPXTR,8142.7881
2021-04-01,.SPXTR,8335.9091
2021-05-28,.SPXTR,8738.7721
2021-07-02,.SPXTR,9058.6591
2021-09-03,.SPXTR,9462.5386
2021-11-24,.SPXTR,9837.5957
2021-12-23,.SPXTR,9900.2995
2022-01-14,.SPXTR,9775.5299
2022-02-18,.SPXTR,9130.8113
2022-04-14,.SPXTR,9242.5807
2022-05-27,.SPXTR,8766.8318
2022-06-17,.SPXTR,7756.595
2022-07-01,.SPXTR,8077.8919
2022-09-02,.SPXTR,8311.4219
2022-11-23,.SPXTR,8562.2749
2022-12-23,.SPXTR,8187.0641
2022-12-30,.SPXTR,8178.0205
2023-01-13,.SPXTR,8523.3204
2023-02-17,.SPXTR,8709.211
2023-04-06,.SPXTR,8785.7021
2023-05-26,.SPXTR,9019.6409
2023-06-16,.SPXTR,9468.8084
2023-07-03,.SPXTR,9571.3476
2023-07-28,.SPXTR,9852.0145
